"quartet" "cluster" "phylo" "mutual" "shared"
"mb49" 0.728432873915263 0.0714305406637117 0.167527351729418 0.205518403628227 0.114117590765771
"mb50" 0.850350616234594 0.0377517365590729 0.808529385862611 0.244058669042439 0.120304929431265
"mb51" 0.83263895945534 0.0487781650363731 0.631927012895511 0.227020232480105 0.139837665805714
"mb52" 0.774232394416377 0.0625298316292255 0.448181220524229 0.207249072084996 0.135349586680287
"mb53" 0.821166473541908 0.0343938282930638 0.781167867210113 0.220465678390213 0.105658534633417
"mb54" 0.764517658212847 0.0352544469846619 0.67694007225045 0.217898478446686 0.102382055170057
"mb55" 0.88118891850416 0.0287159789893164 0.861623995776971 0.188278612200408 0.089406941490471
"mb56" 0.657622356470696 0.0965908746887533 0.0104681231946722 0.169034041395382 0.0880954134554345
"mb57" 0.686774759672054 0.0695754001432317 0.155488402325573 0.175306822374623 0.113267129863806
"mb58" 0.685705741626794 0.0798437267327897 0.114211941114234 0.173449807477643 0.10338258863881
"mb59" 0.798358574408271 0.041591090937998 0.670041031456997 0.260316075149115 0.12526040139464
"mb60" 0.990889657980456 0.039766485803141 0.97919554023065 0.265307946877332 0.132776078005947
"mb61" 0.987621994763152 0.0349502728643808 0.97919554023065 0.23399549011347 0.117649729868779
"mb62" 0.765221745836953 0.0786322095852437 0.280003856561605 0.199124632732363 0.135593358597805
"mb63" 0.862093023255814 0.0355337853150525 0.812502991934709 0.227204629872781 0.110182724851047
"mb64" 0.734192825112108 0.0476373538399804 0.436856288877076 0.217425229042906 0.1201593673347
"mb65" 0.879460522618713 0.0359355827988658 0.85406053744518 0.231241555911738 0.114969354450448
"mb66" 0.791139556977849 0.040431117288063 0.670198419836211 0.249092000580987 0.11944830124958
"mb67" 0.731602314005112 0.0498364286433652 0.425037811581998 0.183647588273242 0.109029288310587
"mb68" 0.666326031418166 0.0477350297991778 0.415042179228777 0.181840065951008 0.116735830231558
"mb69" 0.889685407903312 0.0348539503001078 0.875070493327444 0.227793296350546 0.111570916352812
"mb70" 0.741188719789105 0.0431545798172104 0.563717628166911 0.198858963681927 0.115707925736599
"mb71" 0.626525325994435 0.0818647460717349 0.0209344131506398 0.150293726157894 0.0711650178057358
"mb72" 0.780617164898746 0.0552084352766896 0.494363563612656 0.210251427777144 0.134156071657022
"mb73" 0.682420357707247 0.0742199226382104 0.11524517609457 0.181015889592895 0.103929688356431
"mb74" 0.764420761078998 0.0625820517868725 0.343033268405884 0.233521443205192 0.145453183439055
"mb75" 0.832198601269047 0.042946418481968 0.739661695727871 0.271683367739931 0.132809143969901
"mb76" 0.568913537652958 0.0603745594851253 0.0820661271029425 0.129990274943075 0.0733120530154114
"mb77" 0.690688324693685 0.0656426224021511 0.197193944738014 0.174312679130274 0.117656491550936
"mb78" 0.855447610354046 0.0335242280780593 0.81032937040249 0.215291179962456 0.103619321870886
"mb79" 0.74129684288199 0.0675947834416528 0.230417004409283 0.213563893038811 0.119984643667043
"mb80" 0.813052522100884 0.0332732733957169 0.747313478013771 0.209062965775686 0.0995743052924094
"mb81" 0.866601307189543 0.0319197467022519 0.812554365962938 0.204408842381384 0.0978844939895613
"mb82" 0.646302907311278 0.0788743009723308 0.0512718848010752 0.15560403370683 0.0801047866716547
"mb83" 0.662160885946338 0.0736275048151355 0.0942430601591903 0.16949095278485 0.0963241358449068
"mb84" 0.752590912822197 0.0809479453461572 0.240984322618542 0.194537353856943 0.12252596344525
"mb85" 0.636491113647481 0.0486023574894484 0.363141859669645 0.160093680398738 0.103099066221046
"mb86" 0.738149412210846 0.0318215532768769 0.694627192014463 0.19926457792295 0.094387102134514
"mb87" 0.900531511009871 0.0321795361232326 0.875019119299216 0.211009002092249 0.101763740012434
"mb88" 0.565697462452131 0.0568874307267963 0.123573722126266 0.132901436943753 0.0774279795398477
"mb89" 0.891999916513608 0.0612925146331799 0.739419649522225 0.249366004466454 0.176888093518901
"mb90" 0.694017192306587 0.055085782441971 0.259802687555214 0.173437291046136 0.105404000395376
"mb91" 0.803367643768181 0.0525392532507864 0.635372701113144 0.211517892640523 0.1462997105656
"mb92" 0.612306673856059 0.0521522337450606 0.23829901781341 0.149316161234383 0.0859775059208681
"mb93" 0.680175508575987 0.0267054628693044 0.712636690414702 0.169233083459155 0.0794944672281233
"mb94" 0.561347450513147 0.0590872761953934 0.0209358830715165 0.123230703450787 0.0648996265166939
"mb95" 0.641777931358998 0.0910170726628169 0 0.15918153264962 0.0668439744123281
"mb96" 0.672858863077618 0.0453927214556187 0.435570364765472 0.170473052465892 0.101300275285743
"mb97" 0.635384757457026 0.0792194847893293 0.0104665799498418 0.152699587609599 0.0789689477518098
"mb98" 0.735258432419316 0.0626519634586701 0.300444814346084 0.179605272875482 0.117951095143457
"mb99" 0.635039500275583 0.0494526726849589 0.328248629166748 0.163607429465219 0.0994023377734385
"mb100" 0.686399934810952 0.040749954058873 0.526346694454355 0.188510403430823 0.109053403096039
"mb101" 0.556962809782573 0.0596284686049062 0 0.119556827634194 0.0610638377324636
"mb102" 0.634848795372774 0.0779228879480682 0.0523726037934904 0.151612033720252 0.0788299036827452
"mb103" 0.709737994177648 0.0589295661488778 0.311051351152448 0.170586944399436 0.113908835181002
"mb104" 0.640166992360988 0.0440198150663185 0.403434914279227 0.165592975561517 0.10217141229711
"mb105" 0.640885665748262 0.0785485762284742 0.0106811220375243 0.154273275295829 0.0788201438975672
"mb106" 0.732894474366647 0.0231606747014651 0.61763705488673 0.147063990641687 0.0677869665148146
"mb107" 0.625567695004284 0.0875413319817753 0.0202268980899862 0.151945553367168 0.0690475458033806
"mb108" 0.606813720959315 0.0506903207277976 0.270449490220735 0.14799323716451 0.0912838864549756
"mb109" 0.891449519468939 0.0492001733755734 0.749866146897508 0.238118928582458 0.145534758824396
"mb110" 0.917837708545117 0.0495164869722102 0.801895775653515 0.244596674970181 0.151429862687178
"ufb1" 0.660267198570508 0.0393690902112475 0.463172933562669 0.179832159200037 0.103559392067755
"ufb2" 0.702550578603479 0.0482866926355164 0.363407084915469 0.212747440454546 0.121449488144193
"ufb3" 0.600279514306324 0.0459114776866496 0.296373397398717 0.150100533734987 0.0831639752668343
"ufb4" 0.691682211699431 0.0519121948366524 0.321216275328333 0.165622063356754 0.102352996841168
"ufb5" 0.810713593834264 0.0697521424443969 0.4673983584746 0.208049865866889 0.149995961275212
"ufb6" 0.595178703178563 0.0750612825998363 0.0104690329619833 0.136906204956777 0.0595342238772774
"ufb7" 0.485154301075885 0.0526492194701198 0.0301972610937692 0.0994540456325212 0.0468091509792902
"ufb8" 0.483783187467824 0.0520985434032265 0.030744843114322 0.0994159182758573 0.0461206854566131
"ufb9" 0.680206083488839 0.0571418158773594 0.301417773455643 0.169352024447864 0.0818076006065612
"ufb10" 0.706767071991441 0.0461838067606153 0.383744364275344 0.199100716886448 0.109781751699741
"ufb11" 0.587598328745401 0.05227193001491 0.216970741171617 0.138368929294249 0.0950221935076424
"ufb12" 0.704472953434466 0.0403015858047403 0.4944300314961 0.182270894329717 0.100800449727846
"ufb13" 0.723155109632463 0.0639930938056543 0.232685543294917 0.208038698429053 0.117153786102801
"ufb14" 0.704139694717494 0.052571809780481 0.352357186979433 0.169556353900402 0.102906286281736
"ufb15" 0.621949880853828 0.0790137872871399 0.0209368011767188 0.14689902636861 0.0619987931319425
"ufb16" 0.622954564055907 0.0860094339804232 0.0202010219681478 0.150070024346281 0.0755820781273693
"ufb17" 0.600959481211474 0.0757507917729309 0.0106865983644074 0.139922169266617 0.0530046795235753
"ufb18" 0.673988965936124 0.044386402578893 0.414776890713084 0.160637444389296 0.0970966216213117
